life_expectancy,adult_mortality,bmi,hiv_aids,income_comp_res,schooling
73.1,167.0,54.7,0.1,0.684,11.0
75.7,123.0,58.3,0.1,0.753,15.5
48.5,47.0,18.8,5.4,0.445,8.5
49.9,443.0,23.2,5.3,0.5823099263112267,11.219255733448723
75.3,126.0,56.4,0.1,0.7190000000000001,12.2
75.4,11.0,58.4,0.1,0.741,14.4
57.6,31.0,2.7,3.5,0.484,7.6
75.3,125.0,54.9,0.1,0.735,13.4
64.6,217.0,69.7,0.1,0.0,11.7
81.0,76.0,61.3,0.1,0.8859999999999999,15.8
61.6,257.0,26.7,0.9,0.563,11.2
77.6,119.0,59.9,0.1,0.863,16.5
61.2,278.0,19.5,3.4,0.53,11.1
60.0,266.0,19.2,0.1,0.434,9.7
47.7,473.0,2.4,6.9,0.5823099263112267,11.219255733448723
62.6,245.0,33.9,0.1,0.47,8.6
64.7,287.0,45.8,0.1,0.725,13.5
74.9,127.0,56.9,0.1,0.78,16.3
64.8,175.0,21.3,0.1,0.514,7.3
67.0,19.0,17.0,0.3,0.5329999999999999,10.7
75.0,161.0,61.3,0.2,0.7879999999999999,12.6
74.3,84.0,69.5,0.1,0.794,13.2
51.2,434.0,18.9,16.3,0.353,7.9
51.5,34.0,2.7,0.9,0.5823099263112267,11.219255733448723
74.5,97.0,26.5,0.1,0.672,11.9
49.4,566.0,29.2,18.2,0.45299999999999996,10.8
75.8,86.0,31.9,0.1,0.723,13.1
62.2,325.0,35.7,5.5,0.6779999999999999,12.4
67.8,154.0,43.6,0.1,0.659,10.8
75.6,11.0,6.2,0.1,0.797,15.1
74.0,122.0,48.9,0.1,0.7340000000000001,11.5
73.2,124.0,59.3,0.1,0.6970000000000001,12.3
72.1,185.0,28.7,0.1,0.713,12.1
76.9,92.0,53.7,0.1,0.711,13.4
55.5,278.0,19.6,1.6,0.36,5.8
72.9,164.0,5.4,1.6,0.685,12.7
78.9,11.0,58.1,0.1,0.8640000000000001,17.1
72.8,189.0,55.5,0.1,0.812,15.9
74.4,129.0,56.2,0.1,0.768,13.9
74.7,95.0,63.0,0.1,0.746,13.2
55.6,297.0,21.9,6.0,0.39799999999999996,8.8
59.6,321.0,39.6,1.4,0.433,7.2
75.5,99.0,49.9,0.1,0.0,12.3
73.0,16.0,44.3,0.7,0.59,10.9
56.7,394.0,18.8,6.3,0.45899999999999996,10.7
68.6,164.0,29.2,0.1,0.5823099263112267,11.219255733448723
59.2,48.0,48.7,7.6,0.644,12.8
68.1,166.0,37.4,0.2,0.608,11.1
54.4,337.0,2.2,4.9,0.563,8.7
59.7,323.0,22.5,2.1,0.5823099263112267,11.219255733448723
74.4,136.0,11.3,0.2,0.609,11.1
66.8,216.0,47.3,0.2,0.626,14.1
48.7,466.0,22.1,6.1,0.5823099263112267,11.219255733448723
71.2,142.0,46.2,0.1,0.674,11.9
64.4,284.0,44.4,0.1,0.685,12.3
66.2,22.0,22.1,0.4,0.54,9.1
73.9,128.0,5.5,0.1,0.735,13.1
76.9,86.0,55.8,0.1,0.752,14.2
62.7,253.0,47.7,0.5,0.483,9.1
82.0,66.0,31.2,0.1,0.5823099263112267,11.219255733448723
61.4,217.0,26.1,1.3,0.475,7.2
64.3,219.0,68.8,0.1,0.0,10.4
71.0,145.0,49.1,0.1,0.59,10.8
65.0,37.0,3.8,10.9,0.64,12.4
68.7,177.0,51.8,0.1,0.617,11.2
72.2,185.0,31.2,0.1,0.733,13.1
61.7,29.0,14.4,0.1,0.0,7.6
74.5,125.0,55.3,0.1,0.759,13.5
69.9,165.0,44.9,0.1,0.0,10.6
72.0,139.0,48.5,0.1,0.687,11.4
47.8,586.0,25.4,31.2,0.44299999999999995,10.3
71.6,176.0,58.3,0.4,0.723,12.7
71.0,183.0,41.1,0.2,0.773,12.5
73.9,114.0,64.0,0.1,0.737,13.1
77.5,15.0,55.5,0.1,0.847,17.3
77.4,79.0,37.2,0.1,0.846,14.1
51.6,376.0,21.6,4.9,0.48700000000000004,9.3
53.1,356.0,19.1,2.8,0.39399999999999996,7.3
64.0,213.0,18.7,0.3,0.542,9.9
74.5,167.0,6.1,0.1,0.7909999999999999,12.6
67.9,221.0,49.0,1.6,0.0,11.0
72.6,192.0,54.4,0.1,0.0,12.0
61.2,219.0,25.5,1.3,0.475,7.4
53.9,37.0,2.1,5.4,0.0,8.0
79.1,81.0,59.2,0.1,0.823,15.2
58.0,386.0,12.8,5.2,0.268,4.5
73.9,97.0,56.5,0.1,0.634,12.1
67.3,248.0,48.3,0.1,0.5823099263112267,11.219255733448723
76.1,138.0,58.0,0.1,0.838,16.4
75.3,1.0,52.6,0.1,0.713,12.0
73.0,17.0,48.9,0.1,0.6809999999999999,10.9
75.0,127.0,54.1,0.1,0.703,11.6
72.3,165.0,48.4,0.2,0.7090000000000001,13.3
53.0,38.0,19.0,4.6,0.0,7.4
63.5,24.0,49.9,0.5,0.49,9.1
73.5,132.0,51.2,0.1,0.72,12.3
61.0,246.0,14.9,0.2,0.494,8.7
55.2,276.0,16.1,1.4,0.293,3.8
52.0,374.0,22.2,4.8,0.49200000000000005,9.5
72.9,141.0,49.2,0.1,0.6920000000000001,11.2
71.5,169.0,4.5,0.1,0.0,14.9
56.4,364.0,27.8,4.0,0.501,10.4
72.8,128.0,53.6,0.1,0.0,11.9
45.7,51.0,17.5,12.8,0.316,5.6
68.0,193.0,44.7,0.1,0.489,9.2
72.1,174.0,55.8,0.4,0.706,13.1
75.1,137.0,5.0,0.1,0.7020000000000001,13.1
68.0,176.0,64.1,0.1,0.622,10.9
57.2,27.0,21.9,1.5,0.41100000000000003,7.7
77.3,13.0,54.0,0.1,0.755,13.5
48.6,46.0,15.4,5.2,0.306,5.6
73.5,144.0,52.0,0.1,0.675,11.9
75.0,134.0,13.4,0.1,0.6409999999999999,11.7
77.6,65.0,24.1,0.1,0.675,12.1
58.4,362.0,16.3,8.0,0.473,10.9
71.4,178.0,57.7,0.4,0.722,12.7
72.4,15.0,49.0,0.1,0.659,11.6
74.1,112.0,65.6,0.1,0.741,13.1
66.8,219.0,17.8,0.1,0.618,11.4
65.0,263.0,19.1,0.1,0.479,10.1
72.6,141.0,51.2,0.1,0.7020000000000001,13.0
74.2,167.0,56.7,0.1,0.835,16.1
58.6,281.0,23.4,2.4,0.39399999999999996,9.8
72.2,134.0,56.7,0.1,0.752,15.4
52.7,419.0,19.8,7.6,0.48700000000000004,9.7
58.7,254.0,23.0,1.4,0.451,9.5
52.5,383.0,35.43532608695652,4.1,0.0,0.0
76.0,14.0,52.3,0.1,0.797,13.7
71.6,158.0,65.5,0.1,0.6759999999999999,13.7
73.4,158.0,5.3,0.1,0.7040000000000001,13.3
77.3,16.0,54.7,0.1,0.7609999999999999,13.7
77.7,12.0,49.3,0.1,0.7190000000000001,12.2
57.3,275.0,22.5,1.6,0.42100000000000004,8.0
73.2,137.0,74.3,0.1,0.718,14.3
69.8,226.0,57.7,0.1,0.7390000000000001,14.9
47.1,45.0,16.9,4.9,0.0,7.6
76.3,81.0,57.1,0.1,0.8240000000000001,13.3
75.0,138.0,5.5,0.5,0.721,12.7
76.7,78.0,6.5,0.1,0.8290000000000001,13.3
63.3,248.0,18.0,0.5,0.503,10.2
54.8,355.0,14.8,3.4,0.309,7.2
58.9,294.0,22.6,1.7,0.46399999999999997,12.0
54.9,41.0,14.8,8.6,0.434,10.6
63.3,219.0,12.2,0.3,0.499,8.4
75.4,122.0,57.7,0.1,0.75,15.5
43.5,599.0,14.4,25.1,0.387,10.1
51.6,334.0,19.8,0.9,0.5823099263112267,11.219255733448723
73.5,15.0,59.7,0.1,0.0,14.8
76.8,117.0,62.9,0.1,0.7879999999999999,15.5
68.7,161.0,29.7,0.1,0.5823099263112267,11.219255733448723
61.8,261.0,15.6,1.7,0.401,8.1
55.3,46.0,21.8,5.1,0.405,9.1
73.5,19.0,49.7,0.1,0.662,13.3
65.5,194.0,33.5,0.3,0.5720000000000001,10.6
69.0,191.0,43.8,0.8,0.695,12.8
52.1,341.0,15.7,2.4,0.5823099263112267,11.219255733448723
62.3,294.0,33.5,7.0,0.66,12.5
67.1,29.0,41.3,0.1,0.45899999999999996,8.1
51.8,34.0,15.3,2.4,0.5823099263112267,11.219255733448723
80.0,71.0,6.6,0.1,0.866,15.8
65.1,21.0,74.1,0.1,0.5720000000000001,11.6
74.0,179.0,42.0,0.4,0.772,12.5
65.9,242.0,34.9,2.2,0.632,11.7
73.2,168.0,58.2,0.1,0.745,13.4
74.3,118.0,49.5,0.1,0.742,11.5
67.2,262.0,55.3,0.1,0.687,13.6
76.5,8.0,58.6,0.1,0.826,13.3
69.9,188.0,62.7,0.1,0.7340000000000001,15.3
59.5,272.0,17.6,0.1,0.0,8.5
73.9,11.0,6.8,0.1,0.0,13.7
75.4,123.0,59.4,0.1,0.7709999999999999,14.3
72.5,125.0,57.0,0.1,0.723,13.5
62.8,26.0,18.3,2.3,0.45399999999999996,10.0
74.0,168.0,57.8,0.1,0.6709999999999999,12.4
58.0,428.0,47.2,11.0,0.63,12.8
69.6,181.0,45.0,0.6,0.7,12.8
71.0,174.0,38.8,1.7,0.551,9.8
69.0,176.0,52.9,0.1,0.623,11.2
72.8,163.0,43.6,0.3,0.6679999999999999,12.4
43.1,588.0,14.1,25.5,0.391,10.7
65.8,21.0,26.2,0.9,0.5329999999999999,10.1
72.8,148.0,49.8,0.1,0.6579999999999999,11.3
58.9,335.0,37.5,1.1,0.418,6.2
76.9,69.0,63.6,0.1,0.823,14.5
89.0,78.0,61.7,0.1,0.89,17.0
75.0,88.0,18.7,0.1,0.622,12.0
74.2,136.0,1.9,0.2,0.601,11.0
75.8,125.0,57.2,0.1,0.723,12.2
72.6,145.0,71.5,0.1,0.698,14.5
58.0,459.0,17.2,11.5,0.5823099263112267,11.219255733448723
68.5,224.0,49.9,0.1,0.7659999999999999,14.4
45.3,48.0,15.4,2.0,0.382,4.6
68.3,188.0,46.4,0.1,0.49200000000000005,9.3
68.3,152.0,17.4,0.1,0.603,12.5
72.2,121.0,5.6,0.1,0.745,11.9
64.5,23.0,44.7,0.2,0.617,14.4
75.9,12.0,61.0,0.1,0.8220000000000001,17.2
66.5,238.0,18.0,0.3,0.0,10.1
85.0,76.0,64.3,0.1,0.86,16.7
53.5,334.0,19.1,2.9,0.542,8.2
73.5,134.0,54.2,0.1,0.0,0.0
55.4,338.0,21.3,6.3,0.5920000000000001,9.1
57.6,393.0,31.2,9.8,0.539,11.4
71.7,167.0,41.1,0.1,0.0,15.1
76.6,83.0,65.0,0.1,0.835,13.7
71.0,198.0,6.1,0.2,0.7440000000000001,15.2
64.7,276.0,44.8,0.1,0.7,12.7
57.8,291.0,2.8,2.2,0.38,8.3
44.3,723.0,27.1,33.6,0.40700000000000003,9.2
68.5,183.0,41.4,0.1,0.664,12.0
59.7,247.0,19.1,0.7,0.408,6.2
67.7,189.0,21.3,0.2,0.6409999999999999,11.7
74.6,168.0,6.7,0.1,0.7909999999999999,12.6
75.3,131.0,51.4,0.1,0.71,13.2
69.5,22.0,52.6,0.8,0.684,11.7
72.6,136.0,43.9,0.1,0.588,10.0
61.1,295.0,42.7,1.4,0.461,8.6
74.8,118.0,54.9,0.1,0.741,12.7
78.6,97.0,5.3,0.1,0.723,12.4
81.2,7.0,64.1,0.1,0.898,15.9
79.0,93.0,6.7,0.1,0.772,14.0
56.5,449.0,46.4,19.0,0.622,12.8
69.0,371.0,49.5,4.5,0.652,12.8
67.4,232.0,19.5,0.4,0.0,10.9
73.5,143.0,47.4,0.1,0.7490000000000001,15.8
72.1,152.0,47.4,0.4,0.6859999999999999,13.3
65.4,192.0,25.2,0.1,0.5823099263112267,11.219255733448723
67.0,325.0,17.6,4.0,0.478,10.0
58.1,278.0,12.3,0.1,0.45899999999999996,8.0
64.3,193.0,32.1,0.3,0.5429999999999999,9.8
62.0,261.0,12.6,0.1,0.475,9.8
79.9,77.0,62.4,0.1,0.853,15.9
53.0,432.0,15.9,13.2,0.461,8.9
73.2,163.0,49.4,0.2,0.613,11.3
79.7,77.0,61.2,0.1,0.85,16.3
73.5,15.0,49.9,0.1,0.685,10.8
58.0,383.0,35.43532608695652,3.5,0.0,0.0
63.1,245.0,48.8,0.5,0.48700000000000004,9.1
56.8,271.0,21.3,1.5,0.40399999999999997,7.5
76.0,187.0,55.5,0.1,0.7040000000000001,12.5
56.3,3.0,18.5,2.3,0.384,6.8
69.1,219.0,22.7,0.6,0.589,12.6
73.5,12.0,54.5,0.1,0.0,11.9
71.3,144.0,54.6,0.1,0.74,16.0
52.5,32.0,17.9,3.6,0.0,6.7
67.11146523178809,182.8331953642384,81.6,0.1,0.5823099263112267,0.0
48.5,414.0,15.7,5.1,0.303,5.5
62.8,225.0,21.1,1.5,0.49700000000000005,9.4
63.5,232.0,35.43532608695652,0.3,0.478,7.0
73.9,147.0,49.4,0.2,0.688,12.3
83.0,76.0,63.7,0.1,0.8590000000000001,16.4
45.5,648.0,26.4,33.8,0.44,10.5
68.9,23.0,58.0,0.1,0.7040000000000001,14.5
75.8,16.0,66.1,0.1,0.764,14.5
74.9,167.0,62.6,0.2,0.789,12.6
71.2,179.0,57.0,0.4,0.7190000000000001,12.7
52.1,437.0,15.1,15.7,0.451,8.5
72.3,116.0,52.7,0.1,0.596,10.5
64.0,214.0,13.0,0.3,0.518,9.2
68.0,219.0,22.1,0.1,0.6609999999999999,11.7
58.7,271.0,12.7,0.1,0.46299999999999997,8.0
66.8,221.0,18.3,0.1,0.622,11.4
55.5,41.0,15.2,8.4,0.442,10.3
54.6,345.0,17.1,5.3,0.426,9.4
59.2,349.0,21.7,5.6,0.5539999999999999,12.3
71.9,123.0,49.7,0.1,0.742,11.8
46.2,633.0,28.3,30.0,0.44,10.6
74.1,115.0,47.7,0.1,0.7659999999999999,14.8
75.6,127.0,58.7,0.1,0.735,12.3
64.6,322.0,54.7,0.4,0.733,13.2
58.7,287.0,22.8,3.0,0.426,8.6
73.3,165.0,24.6,0.4,0.687,12.3
75.1,12.0,6.2,0.1,0.722,14.7
43.8,614.0,16.8,18.7,0.418,9.6
73.8,132.0,55.1,0.1,0.743,13.5
75.6,88.0,3.9,0.1,0.713,12.7
57.0,293.0,13.8,0.1,0.381,6.8
51.8,367.0,17.9,3.6,0.381,7.3
44.0,67.0,14.8,24.7,0.38799999999999996,10.4
57.9,38.0,21.2,3.4,0.489,7.9
73.0,13.0,58.5,0.1,0.747,12.2
47.1,568.0,26.3,48.8,0.506,9.3
74.4,16.0,26.1,0.1,0.818,13.4
58.8,279.0,16.7,0.1,0.44799999999999995,9.2
61.0,229.0,21.7,1.2,0.444,6.5
50.0,284.0,13.6,1.5,0.253,2.8
73.0,11.0,58.6,0.1,0.0,15.0
72.9,161.0,29.1,0.1,0.72,13.5
76.1,73.0,6.1,0.1,0.81,14.4
71.8,163.0,48.2,0.1,0.6559999999999999,11.5
63.8,224.0,22.8,1.6,0.509,9.8
73.7,122.0,55.4,0.1,0.703,12.1
64.1,222.0,67.9,0.1,0.0,10.0
62.7,278.0,47.9,0.7,0.511,10.0
57.1,263.0,16.9,1.1,0.307,4.2
75.5,126.0,48.6,0.1,0.728,12.8
49.7,411.0,22.7,0.9,0.401,9.1
79.5,79.0,59.3,0.1,0.872,15.8
59.2,275.0,17.2,0.1,0.45399999999999996,9.5
71.7,115.0,2.5,0.1,0.583,9.5
57.3,332.0,35.43532608695652,3.4,0.42100000000000004,4.9
52.5,328.0,16.6,3.0,0.316,4.8
58.7,276.0,11.9,0.1,0.0,0.0
67.3,171.0,36.6,0.2,0.603,11.1
71.9,138.0,56.0,0.1,0.748,15.7
76.8,88.0,35.2,0.1,0.841,14.1
56.4,36.0,19.4,2.4,0.364,7.6
75.2,11.0,53.0,0.1,0.792,15.3
74.7,9.0,54.8,0.1,0.794,13.3
59.5,251.0,24.6,1.2,0.466,10.3
67.2,19.0,19.0,0.1,0.629,11.1
48.2,472.0,21.5,6.5,0.5823099263112267,11.219255733448723
67.3,235.0,48.0,0.1,0.701,14.6
73.7,94.0,63.9,0.1,0.792,13.3
73.3,94.0,65.0,0.1,0.785,13.9
73.1,166.0,44.5,2.3,0.6940000000000001,11.9
71.7,187.0,49.9,0.4,0.614,10.7
58.1,326.0,29.8,4.0,0.38799999999999996,3.7
